RES_ID,LOC,GENDER,AGE,WEIGHT,FREQUENCY,PRICE,WAIT_TIME,FOOD_PREFERENCE,MOOD,DISH CHOSEN,CUISINE,INGREDIENTS,DISH TYPE,ALLERGENS
GbDYWjwV,Bangalore,Female,36-45,61-75,Alternate Week,1000 Above,20-30 min,Vegetarian,Happy,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
GbDYWjwV,Bangalore,Female,36-45,61-75,Alternate Week,1000 Above,20-30 min,Vegetarian,Happy,chilli paneer,Chinese,"Cottage Cheese, Salt, Egg, Corn flour, Ginger-garlic paste, Water , Oil , Onions , Green chillies , Soya sauce, Vinegar, Capsicum, spring onion",Vegetarian,Eggs
GbDYWjwV,Bangalore,Female,36-45,61-75,Alternate Week,1000 Above,20-30 min,Vegetarian,Romantic,aloo matar,North Indian,Potatoes and peas in curry,Vegetarian,
GbDYWjwV,Bangalore,Female,36-45,61-75,Alternate Week,1000 Above,20-30 min,Vegetarian,Romantic,chana masala,North Indian,Chickpeas of the Chana type in tomato based sauce.,Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken lasagne,Continental/Italian,"Chicken thigh,fillets, fresh lasagne sheets,tomato,butter",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,nachos,Continental/Italian,"Pinto beans,sour cream,corn,nachos",Both,corn
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,veg sandwich,Continental/Italian,"pav bhaji masala,tomato,butter,green chilies, turmeric,brown bread",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,white sauce pasta,Continental/Italian,"Penne Pasta,Pizza, butter, carrot,garlic",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,mac & cheese,Continental/Italian,"cheese,macaroni,pasta,milk,Cheese",Vegetarian,Milk
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken momos,Chinese,"minced chicken, cabbage, carrot, fresh garlic, soya sauce, Salt , Wontons, oil, chilli sauce",Non-Vegetarian,Soy
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Stressed,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Depressed/Sad,chicken momos,Chinese,"minced chicken, cabbage, carrot, fresh garlic, soya sauce, Salt , Wontons, oil, chilli sauce",Non-Vegetarian,Soy
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Depressed/Sad,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Depressed/Sad,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken lasagne,Continental/Italian,"Chicken thigh,fillets, fresh lasagne sheets,tomato,butter",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,nachos,Continental/Italian,"Pinto beans,sour cream,corn,nachos",Both,corn
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,veg sandwich,Continental/Italian,"pav bhaji masala,tomato,butter,green chilies, turmeric,brown bread",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,white sauce pasta,Continental/Italian,"Penne Pasta,Pizza, butter, carrot,garlic",Vegetarian,
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,mac & cheese,Continental/Italian,"cheese,macaroni,pasta,milk,Cheese",Vegetarian,Milk
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken momos,Chinese,"minced chicken, cabbage, carrot, fresh garlic, soya sauce, Salt , Wontons, oil, chilli sauce",Non-Vegetarian,Soy
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
9PDwDxmu,Hyderabad,Female,15-25,46-60,Every week,Less than 250,30-40 min,Non-Vegetarian,Hungry,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,bisi bele bath,South Indian,"Vegetable, Asafoetida, Curry tree, Pigeon pea, Tamarind, Masala, Nutmeg",Vegetarian,
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
BvDwcI19,Hyderabad,Male,26-35,61-75,Every week,Less than 250,20-30 min,Non-Vegetarian,Happy,uttapam,South Indian,"Rice, Onion, Rice Flour, Tomato, Urad dal, White lentils",Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,chilli chicken,Chinese,"boneless Chicken (diced), Egg (slightly beaten), cornflour, garlic Paste, ginger Paste, salt , oil (to deep fry), onions, green Chillies, soy sauce (adjust according to strength), vinegar, green Chillies",Non-Vegetarian,Eggs
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,chicken manchurian,Chinese,"chicken mince, Eggs (slightly beaten), refined flour, garlic paste, ginger paste, Oil (for deep frying), oil, garlic, onions, capsicum, corn flour (blended), water, vinegar, salt, soya sauce, tomato puree, celery, water",Non-Vegetarian,Eggs
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,spring rolls,Chinese,"flour, egg, salt, water, milk, oil , cabbage, spring onions, shredded carrot, garlic, soya sauce, celery",Both,Eggs
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,chicken momos,Chinese,"minced chicken, cabbage, carrot, fresh garlic, soya sauce, Salt , Wontons, oil, chilli sauce",Non-Vegetarian,Soy
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,sweet and sour chicken,Chinese,"chicken, eggs , cornstarch, flour, oil , red bell pepper, yellow bell pepper, sugar, vinegar, soy sauce, garlic",Non-Vegetarian,Eggs
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,garlic prawns,Chinese,"chopped garlic, chopped onions, oil, cornflour, vinegar, soya sauce, sugar, cleaned prawns, lemon juice",Non-Vegetarian,Soy
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,garlic chicken,Chinese,"Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), Sesame Oil (toasted), White Pepper (finely ground), Ginger Juice, Peanut Oil or Vegetable oil (divided), Garlic cloves (minced), Ginger, Red Chilli Flakes, Red Onion , Snow Peas (trimmed), Red Bell Pepper (cut into thin strips), Rice Vinegar, Soy Sauce, Dark Soy Sauce, Chinese Rice Wine, Brown Sugar, Cornflour",Non-Vegetarian,Sesame
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Hungry,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,chana masala,North Indian,Chickpeas of the Chana type in tomato based sauce.,Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,chapati,North Indian,"unleavened flatbread originating from the Indian subcontinent and staple in India, Nepal, Bangladesh, Pakistan, Sri Lanka, East Africa and the Caribbean.",Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,chicken tikka,North Indian,Chicken with spices served on a skewer,Non-Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,chicken tikka masala,North Indian,Chicken marinated in a Yogurt tomato sauce. It is known to have a creamy texture.,Non-Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,litti chokha,North Indian,a baked salted wheat flour cake filled with sattu (baked chickpea flour) and some special spices,Vegetarian,Wheat
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,makki di roti sarson da saag,North Indian,"Creamed sarson mustard leaves, with heavily buttered roti made from corn flour. Punjabi winter favorite.",Vegetarian,corn
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,garlic naan,North Indian,Tandoor-baked soft flatbread made with refined wheat flour and garlic,Vegetarian,Wheat
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,shahi paneer,North Indian,"A popular Indian, as well as Punjabi and Nepalese dish, made with paneer in a thick cream and tomato gravy and spices",Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
BaDw8jq0,Kolkata,Female,26-35,46-60,Occasional,500-750,20-30 min,Non-Vegetarian,Workaholic,tandoori fish tikka,North Indian,Fish marinated in lime and ginger and cooked over an open fire.,Non-Vegetarian,Fish
1sDwfkMa,Hyderabad,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
1sDwfkMa,Hyderabad,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Non-Vegetarian,Happy,chicken lasagne,Continental/Italian,"Chicken thigh,fillets, fresh lasagne sheets,tomato,butter",Non-Vegetarian,
1sDwfkMa,Hyderabad,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Non-Vegetarian,Happy,falafel & hummus,Continental/Italian,"Tahini sauce,dried,chickpeas,pita pockets, pickles, toasted,mint,kabuli chana",Vegetarian,
1sDwfkMa,Hyderabad,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Non-Vegetarian,Happy,rissoto,Continental/Italian,"Rice, Bouillon, Butter, Onion, White Wine, Parmigiano-Reggiano",Both,Eggs
1sDwfkMa,Hyderabad,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Non-Vegetarian,Workaholic,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
1sDwfkMa,Hyderabad,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Non-Vegetarian,Workaholic,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Happy,dal tadka,North Indian,"Typical north Indian tadka,Assorted types of lentils, such as toor, urad, chana, masoor dal",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Happy,makki di roti sarson da saag,North Indian,"Creamed sarson mustard leaves, with heavily buttered roti made from corn flour. Punjabi winter favorite.",Vegetarian,corn
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Happy,paneer tikka masala,North Indian,vegetarian alternative to chicken tikka masala,Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Happy,rajma chaval,North Indian,a bean curry with rice,Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Hungry,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Hungry,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Hungry,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Binge Watching,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Romantic,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
4ND39ErQ,Delhi,Male,26-35,61-75,Alternate Week,250-500,Less than 20 min,Vegetarian,Unwell/Sick,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
p1DwfqFr,Bangalore,Male,36-45,76-90,Alternate Week,1000 Above,20-30 min,Non-Vegetarian,Happy,aloo shimla mirch,North Indian,"Green capsicum with potatoes sautéed with cumin seeds, onions, tomatoes, ginger-garlic paste, turmeric, red chilli powder and garam masala",Vegetarian,
p1DwfqFr,Bangalore,Male,36-45,76-90,Alternate Week,1000 Above,20-30 min,Non-Vegetarian,Happy,dal tadka,North Indian,"Typical north Indian tadka,Assorted types of lentils, such as toor, urad, chana, masoor dal",Vegetarian,
p1DwfqFr,Bangalore,Male,36-45,76-90,Alternate Week,1000 Above,20-30 min,Non-Vegetarian,Workaholic,aloo matar,North Indian,Potatoes and peas in curry,Vegetarian,
